jadi buah peristiwa yang sangat kaget joko kendil yang buruk rupa ubah jadi orang pangeran yang sangat tampan,terkejut
dia ikut saksi hidang seni upa musik dan tari yang senang,senang
si bidadari bungsu hanya bisa sedih hati ratap nasib malang,sedih
tiga anjing kampung itu iari takut saat lihat rombong serigala,takut
anteh senang saksi bunga yang mekar dan kupu-kupu saling rebut bunga,senang
datuk hakim takut dia minta syarifah sembunyi diri,takut
si kakak sesal tidak turut laut kini ia hanya bisa gigit jari lihat adik naik perahu dengan laut,sedih
dengan gembira obi kerbau pulang ke rumah,senang
namun ia sangat pukul karena lihat tujuh puter telah tinggal dunia karena lapar,sedih
si murid takut si si siram bunga itu jawab si murid kena,takut
tak kira pedih hati mande rubayah dapat laku keji anak kandung,sedih
kapal besar itu terombang-ambing dan balik seluruh tumpang tewas ketika masuk sang anak,terkejut
datuk bendahara takut tengah mati dia minta sembunyi,takut
sampai suatu hari kabar bahwa putri orang giling gandum dapat mintal jerami dan rubah jadi emas dengar sampai raja,terkejut
akhir telah tunggu tahun raja dapat kabar bahagia bahwa permaisuri telah hamil,senang
bawang putih sangat panik dan takut karena baju yang hanyut adalah baju sayang ibu tiri,takut
sungguh yang takut kepada allah di antara hamba hanya orang-orangyang beril ulama,takut
esok tani kaget temu kendi di api la buka kendi itu dan isi adalah uang perak yang banyak,terkejut
mereka sangat kejut dan sangat kagum dengan cantik cinderella,terkejut
raden budog sangat kecewa karena tidak dapat jumpa dengan gadis impi,sedih
betapa senang hati emak si lancang saat dengar kabar anak datang,senang
ya ampun teriak dengan kagum penuh dengan emas betapa untung saya,senang
akhir orang tua akim tahu hadir akim di pesta itu mereka marah dan suruh akim untuk segera pulang,marah
betapa kejut awang sukma ketika lihat ada orang gadis cantik sedang main air,terkejut
pada saat lelaki itu tiba di dapur dia kejut sekali karena ikan besar itu sudah tidak ada lagi,terkejut
istana putri bisu jika lihat dari dekat nyata sangat keri karena dinding bangun dari tulang belulang manusia,takut
apa yang kau pikir wahai pangeran shahzada kejut karena tidak ada orang lain di kamar,terkejut
ibu marah karena anggap putri muda sebut terlalu lama kembali dari ambil air,marah
o bia moloku dan o bia mokara hanya dapat tangis pergi ibu dua anak itu sesal telah buat ibu mereka marah,sedih
hadap masalah seperti itu prabu tapa agung sering muram durja,sedih
mereka hendak tinggal wilayah yang sangat keri itu,takut
raja dan ratu sangat marah dengar kata putra mereka itu jangan atur orangtua karena kau telah buat salah aku akan hukum pergi dari istana ini usir raja,marah
kapal dagang yang tumpang itu serang kapal bajak laut,takut
lama masa perintah rakyat hidup dengan damai dan aman,senang
rasulullah saw sangat sedih ketika hilang dua orang yang sangat pengaruh dalam hidup itu bahkan para sejarawan nama tahun sebut dengan tahun sedih,sedih
baginda raja sali buat dulu,sedih
dengar jawab dari emaknya si lancang loncat girang,senang
aku rasa takut yang luar biasa,takut
gadis itu paling rasa sedih jika ia ada di tempat gelap,sedih
alangkah sedih hati anak itu lihat ayam sayang mati,sedih
ia bahkan menang karena sudah sangat lapar,sedih
